structure_max_elevation,footprint_max_elevation,structure_min_elevation,property_id,footprint_extrusion,footprint_min_elevation,structure_extrusion,roof_type
25.5,25.5,16.0,107100,9.0,16.0,9.5,Flat
24.5,24.5,14.5,107101,10.0,14.5,10.0,Flat
21.0,21.0,14.5,105780,7.0,14.5,6.5,Flat
25.5,25.5,20.5,100646,5.5,20.5,5.0,Flat
22.0,18.5,16.0,100043,3.0,16.0,2.5,Flat
26.0,26.0,18.5,107961,7.5,18.5,7.5,Flat
34.0,34.0,31.5,109733,2.5,31.5,2.5,Flat
23.0,23.0,18.5,107958,4.5,18.5,4.5,Flat
23.5,21.5,18.0,107959,3.5,18.0,3.5,Flat
23.0,23.0,18.0,106060,5.0,18.0,5.0,Flat
20.0,20.0,17.0,105803,3.0,17.0,3.0,Flat
23.0,23.0,18.5,107956,4.5,18.5,4.5,Flat
22.0,17.5,14.5,105796,2.5,15.0,3.0,Flat
17.0,17.0,14.5,105790,2.5,14.5,2.5,Flat
18.5,16.5,13.0,105786,3.5,13.0,3.5,Flat
18.5,16.5,13.0,105785,3.5,13.0,3.5,Flat
25.5,19.5,16.5,105773,3.0,16.5,3.0,Flat
28.5,28.5,16.0,646590,12.5,16.0,12.5,Flat
16.5,15.0,10.5,102917,4.0,11.0,4.5,Flat
15.5,14.0,10.0,102824,4.0,10.0,4.0,Flat
22.5,22.5,8.5,102826,14.5,8.5,14.0,Flat
24.0,24.0,19.5,107962,5.0,19.5,4.5,Flat
27.5,27.5,19.0,100480,9.0,19.0,8.5,Flat
27.5,27.5,19.0,100479,9.0,19.0,8.5,Flat
30.0,30.0,18.5,100476,11.0,19.0,11.5,Flat
27.5,26.0,19.0,558545,6.0,20.0,7.0,Flat
30.5,30.5,20.0,645707,10.5,20.0,10.5,Flat
30.5,30.5,20.0,645706,10.5,20.0,10.5,Flat
30.5,30.5,20.0,645705,10.5,20.0,10.5,Flat
30.5,30.5,20.0,645709,10.5,20.0,10.5,Flat
26.0,24.0,19.5,105826,4.5,20.0,4.5,Flat
21.0,20.0,16.5,100115,3.0,16.5,3.5,Flat
21.0,21.0,16.5,100115,4.0,17.0,4.5,Flat
26.0,26.0,22.5,100636,3.5,22.5,3.5,Flat
27.5,24.5,22.0,100639,2.5,22.0,2.5,Flat
27.5,24.5,22.0,100640,2.5,22.0,2.5,Flat
27.5,24.0,22.0,100641,2.0,22.0,2.0,Flat
24.5,22.0,19.0,100653,3.0,19.5,3.0,Flat
22.5,22.0,18.0,100655,3.0,19.0,4.0,Flat
22.5,22.0,18.0,107749,3.5,18.0,4.0,Flat
26.5,26.5,19.0,107748,7.5,19.0,7.5,Flat
31.0,26.5,22.5,107981,4.0,22.5,4.0,Flat
26.5,26.0,21.5,107979,4.5,21.5,4.5,Flat
31.5,31.5,29.0,103404,2.5,29.0,2.5,Flat
35.5,35.5,29.0,103403,6.5,29.0,6.5,Flat
35.5,33.0,29.0,103403,4.0,29.0,4.0,Flat
38.0,31.5,28.5,103400,3.0,28.5,3.0,Flat
38.0,34.5,28.5,103399,6.0,28.5,6.0,Flat
39.0,31.0,28.5,103393,2.5,28.5,2.5,Flat
39.0,32.0,28.5,103394,3.5,28.5,3.5,Flat
35.0,35.0,32.5,109771,3.0,32.5,2.5,Flat
34.5,34.5,30.0,103348,3.5,31.0,4.5,Flat
33.5,33.5,31.0,103347,2.0,31.0,2.5,Flat
39.0,37.0,33.0,109776,4.0,33.0,4.0,Flat
34.5,34.5,32.0,109774,2.5,32.0,2.5,Flat
41.5,35.5,32.5,109784,3.0,32.5,3.0,Flat
34.0,31.5,28.0,103339,3.0,28.5,3.5,Flat
38.5,35.0,32.5,109783,2.5,32.5,2.5,Flat
38.5,36.0,33.0,109781,3.5,33.0,3.0,Flat
34.0,34.0,31.5,109777,2.5,31.5,2.5,Flat
38.0,35.0,32.0,109730,2.5,32.0,3.0,Flat
34.0,34.0,31.5,109731,2.0,31.5,2.5,Flat
39.0,36.5,32.0,109732,4.5,32.0,4.5,Flat
37.0,33.0,30.0,639693,3.5,30.0,3.0,Flat
36.5,33.0,30.5,109737,2.5,30.5,2.5,Flat
36.5,33.5,30.0,109739,3.5,30.5,3.5,Flat
36.5,33.5,30.0,109740,3.0,30.5,3.5,Flat
36.5,32.0,30.0,109740,2.0,30.0,2.0,Flat
34.5,30.0,28.5,109744,2.0,28.5,1.5,Flat
31.5,28.0,24.0,102328,3.0,25.0,4.0,Flat
29.0,29.0,25.0,102960,4.0,25.0,4.0,Flat
22.5,22.5,18.0,108946,4.5,18.0,4.5,Flat
36.5,35.0,25.5,105332,9.5,25.5,9.5,Flat
37.0,37.0,25.5,105337,11.5,25.5,11.5,Flat
24.5,24.5,17.5,108940,6.5,17.5,7.0,Flat
26.5,26.5,17.5,108938,8.5,17.5,9.0,Flat
24.5,24.5,18.0,109005,6.0,18.0,6.5,Flat
28.0,23.0,19.0,109004,4.0,19.0,4.0,Flat
30.5,30.5,26.5,105363,4.0,26.5,4.0,Flat
41.5,35.0,31.0,101918,4.0,31.0,4.0,Flat
36.0,34.5,30.5,101914,3.5,31.0,4.0,Flat
30.5,30.5,20.5,107972,10.0,20.5,10.0,Flat
30.5,27.0,20.5,107972,6.0,20.5,6.5,Flat
14.5,14.5,11.5,103633,3.0,11.5,3.0,Flat
18.0,18.0,10.5,106804,7.5,10.5,7.5,Flat
37.0,32.0,27.5,107994,3.5,28.5,4.5,Flat
19.5,18.0,14.5,103456,3.5,14.5,3.5,Flat
22.5,20.0,15.5,103458,4.0,15.5,4.5,Flat
24.5,24.5,17.5,588813,7.0,17.5,7.0,Flat
20.0,20.0,16.5,588813,3.5,16.5,3.5,Flat
24.0,24.0,16.0,588814,7.5,16.0,8.0,Flat
23.0,21.0,14.5,104593,6.5,14.5,6.5,Flat
23.5,23.5,16.0,608675,8.0,16.0,7.5,Flat
19.5,19.5,17.0,104694,2.5,17.0,2.5,Flat
19.0,19.0,16.5,104696,2.5,16.5,2.5,Flat
22.5,19.5,16.5,104696,3.0,16.5,3.0,Flat
22.5,20.5,17.0,104695,3.5,17.0,3.5,Flat
22.5,20.5,17.0,104694,3.5,17.0,3.5,Flat
24.5,19.5,17.5,104692,2.5,17.5,2.0,Flat
25.5,22.5,18.0,103465,3.5,19.0,4.5,Flat
23.0,21.5,17.5,103462,4.0,18.0,4.0,Flat
20.5,20.5,11.5,104571,9.0,11.5,9.0,Flat
17.0,14.5,10.5,102355,3.5,11.5,4.0,Flat
16.0,13.5,10.5,102360,2.5,10.5,3.0,Flat
19.5,16.5,12.0,110962,5.0,12.0,4.5,Flat
18.5,14.5,11.5,103450,3.0,11.5,3.0,Flat
19.0,16.0,12.5,103448,3.5,12.5,3.5,Flat
15.0,15.0,11.5,103447,3.5,11.5,3.5,Flat
15.5,15.5,12.0,102366,3.5,12.0,3.5,Flat
17.0,15.5,11.5,102365,3.5,11.5,4.0,Flat
16.0,14.5,11.0,102361,3.5,11.0,3.5,Flat
25.0,21.5,17.5,103440,4.0,17.5,4.0,Flat
25.0,23.0,17.5,100526,5.5,18.0,5.5,Flat
24.0,24.0,16.0,100522,8.0,16.0,8.0,Flat
18.0,17.0,13.5,107098,3.0,14.0,3.5,Flat
17.0,17.0,14.5,107099,2.5,14.5,2.5,Flat
27.0,20.5,16.0,100520,4.5,16.0,4.5,Flat
26.5,24.5,20.5,512141,3.5,21.0,4.0,Flat
26.5,24.5,20.5,512140,3.0,21.5,4.0,Flat
28.5,24.5,20.5,110920,3.5,21.5,4.0,Flat
25.0,25.0,21.5,100463,3.5,21.5,3.5,Flat
33.0,33.0,25.5,104371,8.0,25.5,7.5,Flat
29.0,29.0,25.5,107850,3.0,25.5,3.5,Flat
34.5,32.5,26.5,107847,6.5,26.5,6.0,Flat
33.5,33.5,25.5,107852,8.0,25.5,8.0,Flat
32.5,32.5,24.5,107856,8.0,24.5,8.0,Flat
33.5,30.0,25.5,102378,4.0,26.5,4.5,Flat
35.0,33.0,26.0,107859,6.5,26.0,7.0,Flat
30.5,30.5,27.5,107989,3.0,27.5,3.0,Flat
31.0,31.0,27.5,107989,3.5,27.5,3.5,Flat
37.5,32.0,27.5,107990,4.0,28.0,4.5,Flat
37.0,34.0,27.5,107992,6.0,28.0,6.5,Flat
37.0,32.0,27.5,107992,4.0,28.0,4.5,Flat
37.0,31.5,27.5,103424,4.0,27.5,4.0,Flat
37.5,31.5,28.0,103423,3.5,28.5,3.5,Flat
30.0,28.5,20.5,102925,7.0,21.5,8.0,Flat
25.0,25.0,21.5,102925,3.5,21.5,3.5,Flat
36.5,34.5,22.0,105765,11.0,23.5,12.5,Flat
36.5,34.5,22.0,105765,11.5,22.5,12.5,Flat
30.0,24.0,20.0,105771,3.5,20.0,4.0,Flat
23.0,23.0,18.0,599847,5.0,18.0,5.0,Flat
26.0,26.0,17.5,599846,8.5,17.5,8.5,Flat
29.5,29.5,21.5,100021,8.0,21.5,8.0,Flat
29.0,26.0,21.5,608171,4.5,21.5,4.5,Flat
35.0,28.5,24.0,100016,4.0,25.0,4.5,Flat
36.0,36.0,26.0,690278,10.0,26.0,10.0,Flat
25.0,25.0,21.5,105809,3.5,21.5,3.5,Flat
29.0,29.0,19.5,107943,10.0,19.5,9.5,Flat
24.0,24.0,20.5,107943,3.5,20.5,3.5,Flat
27.0,27.0,25.0,109748,2.0,25.0,2.0,Flat
32.5,29.0,24.5,109750,3.5,25.0,4.5,Flat
32.5,32.5,24.5,109750,8.0,24.5,8.0,Flat
26.5,26.5,23.0,109752,3.0,23.0,3.5,Flat
26.5,26.5,24.0,106602,2.5,24.0,2.5,Flat
33.0,27.0,22.5,523526,3.0,24.0,4.5,Flat
29.0,28.0,21.5,106600,6.5,21.5,6.5,Flat
21.0,21.0,11.5,109153,9.5,11.5,9.5,Flat
26.5,26.5,17.0,106595,9.5,17.0,9.5,Flat
24.0,24.0,15.5,109757,8.0,15.5,8.5,Flat
28.5,23.0,17.5,102796,5.0,17.5,5.5,Flat
24.0,22.5,17.5,102807,5.0,17.5,5.0,Flat
24.0,24.0,17.0,102808,7.0,17.0,7.0,Flat
24.0,22.5,16.5,102810,6.0,16.5,6.0,Flat
24.5,20.5,16.0,102811,4.0,16.5,4.5,Flat
23.5,21.0,16.0,102812,5.0,16.0,5.0,Flat
24.5,21.0,16.0,102811,5.0,16.0,5.0,Flat
23.5,20.5,15.5,102813,4.5,16.0,5.0,Flat
25.0,19.0,16.5,102791,3.0,16.5,2.5,Flat
24.5,20.5,16.5,102790,4.0,16.5,4.0,Flat
24.5,24.5,11.0,109758,13.0,11.0,13.5,Flat
21.5,17.0,11.5,106812,5.5,11.5,5.5,Flat
23.5,23.5,14.0,576311,9.5,14.0,9.5,Flat
22.5,22.5,14.5,573775,8.0,14.5,8.0,Flat
22.5,22.5,14.5,573774,8.0,14.5,8.0,Flat
20.0,18.0,14.5,109148,3.0,14.5,3.5,Flat
22.0,22.0,12.0,106807,10.0,12.0,10.0,Flat
17.5,11.5,2.5,105501,8.5,2.5,9.0,Flat
26.0,26.0,18.5,100005,7.5,18.5,7.5,Flat
22.5,19.0,16.0,102938,3.0,16.0,3.0,Flat
26.0,20.5,16.5,108896,3.5,17.0,4.0,Flat
23.0,20.5,17.0,108892,3.5,17.0,3.5,Flat
19.5,19.5,16.5,108892,3.0,16.5,3.0,Flat
20.0,20.0,16.5,102939,3.5,16.5,3.5,Flat
22.0,19.5,16.0,105091,3.0,17.0,3.5,Flat
21.0,19.5,16.0,102940,3.5,16.0,3.5,Flat
32.5,21.5,15.5,100002,5.5,16.0,6.0,Flat
30.5,28.5,25.0,103359,4.0,25.0,3.5,Flat
27.5,27.5,25.0,103359,3.0,25.0,2.5,Flat
31.5,28.5,24.5,103357,4.0,24.5,4.0,Flat
30.5,28.0,24.0,103353,3.5,24.0,4.0,Flat
30.0,27.5,24.0,511987,3.0,24.0,3.5,Flat
30.0,27.5,24.0,511988,3.0,24.0,3.5,Flat
33.5,32.0,28.0,103337,3.0,29.0,4.0,Flat
34.5,33.0,28.5,103343,3.0,29.5,4.5,Flat
37.0,35.0,31.0,100134,3.5,31.5,4.0,Flat
33.0,33.0,24.5,100128,8.0,24.5,8.5,Flat
25.0,25.0,19.0,107942,5.5,19.0,6.0,Flat
28.0,25.0,22.5,109564,2.5,22.5,2.5,Flat
30.5,30.5,21.0,107935,8.5,21.5,9.5,Flat
28.0,28.0,24.5,107929,3.5,24.5,3.5,Flat
33.0,31.0,28.0,102339,3.0,28.0,3.0,Flat
33.0,31.5,28.0,102388,3.5,28.0,3.5,Flat
39.5,36.0,27.5,100590,8.5,27.5,8.5,Flat
39.5,36.5,27.5,100590,8.0,28.5,9.0,Flat
37.5,35.0,27.5,107922,6.5,28.5,7.5,Flat
37.5,31.5,27.5,107922,3.5,27.5,4.0,Flat
37.0,35.0,29.0,103411,6.5,29.0,6.0,Flat
38.5,33.0,28.0,103418,5.0,28.0,5.0,Flat
33.0,33.0,30.5,103342,3.0,30.5,2.5,Flat
33.0,33.0,30.5,103341,3.0,30.5,2.5,Flat
37.0,34.5,31.0,100133,3.5,31.0,3.5,Flat
35.5,31.5,28.5,100129,3.0,28.5,3.0,Flat
33.0,31.5,28.5,100130,3.0,28.5,3.0,Flat
51.0,51.0,39.0,573345,11.5,39.0,12.0,Flat
51.0,45.0,39.5,573347,5.0,39.5,5.5,Flat
46.0,46.0,37.0,106091,9.0,37.0,9.0,Flat
48.5,46.5,35.5,579415,10.5,35.5,11.0,Flat
46.0,43.5,35.5,579416,8.0,35.5,8.0,Flat
44.5,42.0,35.5,565101,6.0,36.0,6.5,Flat
50.5,44.0,40.0,106106,3.5,40.5,4.0,Flat
49.0,47.5,39.5,106104,8.0,39.5,8.0,Flat
49.0,43.0,39.5,106104,3.5,39.5,3.5,Flat
48.0,48.0,39.5,106098,8.5,39.5,8.5,Flat
51.0,51.0,41.0,104447,10.0,41.0,10.0,Flat
50.5,50.5,40.0,104447,10.5,40.0,10.5,Flat
50.0,50.0,41.5,106227,8.5,41.5,8.5,Flat
48.0,46.5,39.5,107558,6.0,40.0,7.0,Flat
56.0,55.5,42.5,102669,13.0,42.5,13.0,Flat
57.5,48.0,42.5,102670,5.5,42.5,5.5,Flat
56.0,46.5,42.5,102668,4.0,42.5,4.0,Flat
52.0,49.0,41.5,102664,7.5,41.5,7.5,Flat
50.0,50.0,41.5,102662,8.5,41.5,8.5,Flat
52.0,45.0,41.0,102661,4.0,41.0,4.0,Flat
52.0,44.5,40.5,102660,4.0,40.5,4.0,Flat
46.0,46.0,40.5,102662,5.5,40.5,5.5,Flat
49.0,47.0,40.5,107559,7.0,40.5,6.5,Flat
44.0,44.0,40.5,102651,3.0,40.5,3.5,Flat
50.0,44.0,40.5,107561,3.0,40.5,3.5,Flat
52.5,50.5,38.5,106244,12.0,38.5,12.0,Flat
50.5,45.0,40.5,102638,5.0,40.5,4.5,Flat
49.5,49.5,39.5,102648,9.5,40.0,10.0,Flat
50.0,50.0,40.5,102626,9.5,40.5,9.5,Flat
54.5,53.0,39.5,102629,12.5,40.5,13.5,Flat
50.0,50.0,40.0,691275,10.0,40.0,10.0,Flat
51.5,45.0,38.0,111070,7.0,38.0,7.0,Flat
48.0,48.0,38.0,106248,9.0,39.0,10.0,Flat
47.0,47.0,44.0,108160,3.0,44.0,3.0,Flat
47.0,47.0,44.0,108160,2.5,44.0,3.0,Flat
55.0,48.0,45.0,108162,3.0,45.0,3.0,Flat
55.0,52.5,45.0,108164,7.5,45.0,7.5,Flat
55.5,52.5,45.0,108165,7.5,45.0,7.5,Flat
54.0,47.5,44.0,102755,3.5,44.0,3.5,Flat
54.5,48.0,44.5,104439,3.5,44.5,3.5,Flat
47.5,47.5,44.5,104440,3.0,44.5,3.0,Flat
54.0,48.0,44.0,102749,3.5,44.5,4.0,Flat
53.5,51.0,44.0,102752,7.0,44.5,7.0,Flat
46.5,46.5,43.0,108160,3.0,43.0,3.5,Flat
49.0,48.5,40.5,102762,7.5,40.5,8.0,Flat
52.5,52.5,41.0,108158,11.5,41.0,11.5,Flat
52.5,48.0,41.0,108158,7.0,41.0,7.0,Flat
35.5,32.5,28.0,106610,5.0,28.0,4.5,Flat
13.5,13.5,11.0,104743,2.5,11.0,2.5,Flat
34.0,31.5,28.0,106608,3.5,28.0,3.5,Flat
34.0,32.5,28.0,106608,3.0,30.0,4.5,Flat
35.0,33.5,29.0,106609,3.5,29.5,4.5,Flat
35.5,33.5,29.5,106611,3.0,30.5,4.0,Flat
35.0,33.0,29.5,106612,2.5,30.5,3.5,Flat
37.0,33.0,29.0,106614,2.5,31.0,4.0,Flat
37.5,33.5,29.0,106615,3.0,30.5,4.5,Flat
39.5,35.0,30.0,106617,4.0,31.0,5.0,Flat
35.5,33.0,29.5,102333,3.0,30.0,3.5,Flat
39.0,34.5,31.5,109725,2.0,32.0,3.0,Flat
37.5,37.5,32.5,109726,4.5,33.0,5.0,Flat
37.5,35.5,32.5,109726,3.0,33.0,3.0,Flat
27.5,27.5,25.0,102328,2.5,25.0,2.5,Flat
26.0,26.0,24.5,104776,1.5,24.5,1.5,Flat
30.0,27.5,23.0,104776,3.0,24.5,4.5,Flat
29.5,27.5,22.5,104775,3.5,24.0,5.0,Flat
29.5,26.0,22.5,104774,2.5,23.5,3.5,Flat
32.0,25.5,21.5,108927,3.0,22.5,4.0,Flat
32.0,26.0,22.0,108922,2.5,23.5,4.0,Flat
32.0,30.0,26.0,106577,3.5,26.5,4.0,Flat
27.0,26.0,22.5,108915,2.0,24.0,3.5,Flat
29.5,26.5,23.0,108911,3.0,23.5,3.5,Flat
30.5,27.0,25.0,106584,2.5,25.0,2.0,Flat
30.5,28.5,25.0,106585,3.5,25.0,3.5,Flat
30.0,30.0,22.0,108903,6.0,24.0,8.0,Flat
30.0,27.5,24.0,106591,3.5,24.0,3.5,Flat
28.5,25.5,22.0,108902,2.0,23.5,3.5,Flat
30.0,26.0,22.0,100140,3.0,23.5,4.0,Flat
28.5,26.0,22.0,100138,2.5,23.5,4.0,Flat
28.0,27.0,23.0,100136,3.5,23.5,4.0,Flat
36.0,30.5,26.5,106561,4.0,26.5,4.0,Flat
37.0,29.5,26.5,106563,3.0,26.5,3.0,Flat
37.0,30.0,26.5,106565,4.0,26.5,3.5,Flat
33.5,29.5,26.5,106569,3.5,26.5,3.0,Flat
28.5,28.5,25.5,106570,3.0,25.5,3.0,Flat
28.0,28.0,26.0,106571,2.0,26.0,2.0,Flat
25.0,20.0,17.0,558129,3.0,17.0,3.0,Flat
23.5,20.5,16.5,105097,3.0,17.5,4.0,Flat
22.0,22.0,19.5,111170,2.5,19.5,2.5,Flat
22.0,22.0,19.5,111168,2.5,19.5,2.5,Flat
24.0,24.0,19.0,111162,4.5,19.0,5.0,Flat
23.0,20.5,17.5,104766,2.5,17.5,3.0,Flat
22.5,20.5,17.0,104762,3.5,17.0,3.5,Flat
25.5,22.0,16.5,104761,5.0,17.0,5.5,Flat
25.5,19.5,16.5,104760,2.5,17.0,3.0,Flat
23.0,18.5,15.5,104756,3.0,15.5,3.0,Flat
23.0,18.5,15.5,104756,3.0,16.0,3.0,Flat
25.5,24.0,16.5,104760,7.0,16.5,7.5,Flat
25.5,19.5,16.0,104758,4.0,16.0,3.5,Flat
25.0,18.0,15.5,100235,2.0,16.0,2.5,Flat
22.0,18.5,15.0,100231,3.5,15.0,3.5,Flat
22.0,18.5,15.0,100230,3.5,15.0,3.5,Flat
25.0,25.0,15.0,108132,10.0,15.0,10.0,Flat
22.0,22.0,15.5,100218,6.5,15.5,6.5,Flat
22.0,18.5,15.5,100220,2.5,16.5,3.0,Flat
20.5,18.0,14.0,100214,4.5,14.0,4.0,Flat
22.5,17.0,14.0,100211,3.0,14.0,3.0,Flat
22.5,17.0,14.0,100210,3.0,14.0,3.0,Flat
17.5,15.5,12.5,108138,2.5,13.5,3.0,Flat
19.5,16.5,13.5,108134,3.0,13.5,3.0,Flat
19.5,17.0,13.0,108135,4.0,13.5,4.0,Flat
20.0,17.0,13.0,108136,4.0,13.0,4.0,Flat
19.0,14.5,12.0,108139,2.0,12.5,2.5,Flat
17.0,15.0,12.0,108140,3.0,12.0,3.0,Flat
16.5,14.5,10.5,104746,3.0,11.5,4.0,Flat
16.5,14.5,11.5,104749,3.0,11.5,3.0,Flat
19.0,15.0,11.0,104748,3.0,11.5,4.0,Flat
18.0,15.0,11.5,104750,2.5,12.5,3.5,Flat
37.0,31.5,28.0,109720,3.5,28.0,3.5,Flat
37.0,30.5,28.0,109717,3.0,28.0,2.5,Flat
31.5,31.0,26.5,105358,4.5,26.5,4.5,Flat
31.5,29.0,25.5,105359,2.5,26.5,3.5,Flat
29.5,29.5,27.0,105359,2.5,27.0,2.5,Flat
32.5,30.5,27.5,109715,2.5,27.5,3.0,Flat
31.5,27.5,22.5,108392,4.0,23.0,5.0,Flat
28.5,26.0,22.5,108393,3.0,23.0,3.5,Flat
31.5,26.0,22.5,108392,3.0,23.0,3.5,Flat
32.0,27.0,22.0,108391,4.0,23.0,5.0,Flat
36.0,35.5,25.0,105356,9.5,26.0,10.5,Flat
40.5,27.0,18.0,104099,8.0,19.0,9.0,Flat
31.5,31.5,18.5,104098,13.0,18.5,13.0,Flat
26.0,21.5,17.5,511518,4.0,17.5,4.0,Flat
29.0,27.5,20.0,103292,8.0,20.0,7.5,Flat
29.0,28.5,23.5,23247,4.5,24.0,5.0,Flat
28.0,20.0,16.5,108862,3.0,17.0,3.5,Flat
22.0,15.5,12.5,100242,3.0,12.5,3.0,Flat
18.0,18.0,11.5,109036,6.5,11.5,6.5,Flat
22.5,17.0,13.5,108355,3.5,13.5,3.5,Flat
16.0,16.0,13.5,108355,2.0,13.5,2.5,Flat
16.0,16.0,13.5,109038,2.5,13.5,2.5,Flat
21.5,21.5,15.0,100198,6.5,15.0,6.5,Flat
23.0,20.5,14.5,100200,5.5,15.0,6.0,Flat
23.0,19.0,14.5,100200,4.0,15.0,4.5,Flat
17.0,17.0,14.0,100198,3.0,14.0,3.0,Flat
12.0,8.5,5.5,109032,3.5,5.5,3.0,Flat
12.5,10.0,5.5,109031,4.5,5.5,4.5,Flat
13.5,8.0,5.0,109028,3.0,5.0,3.0,Flat
13.5,8.0,5.0,109029,3.0,5.0,3.0,Flat
13.5,9.0,7.0,109026,2.0,7.0,2.0,Flat
14.5,12.0,6.5,109024,5.5,6.5,5.5,Flat
16.0,13.0,6.5,109023,6.0,6.5,6.5,Flat
18.5,13.5,8.5,109021,4.5,8.5,5.0,Flat
18.5,12.5,9.0,109020,3.5,9.0,3.5,Flat
24.0,24.0,16.5,105108,8.0,16.5,7.5,Flat
23.5,22.5,16.0,109010,6.5,16.0,6.5,Flat
28.5,28.5,14.5,714411,14.0,14.5,14.0,Flat
21.0,19.0,11.5,100245,7.0,12.0,7.5,Flat
23.5,20.0,16.0,109009,4.0,16.0,4.0,Flat
23.5,23.5,16.0,109010,7.0,16.0,7.5,Flat
26.5,20.0,17.0,108865,3.0,17.0,3.0,Flat
26.5,21.0,17.0,108864,4.0,17.0,4.0,Flat
28.0,23.5,16.5,108862,7.0,16.5,7.0,Flat
28.0,20.5,16.5,108862,4.0,16.5,4.0,Flat
21.5,20.0,17.0,108858,3.0,17.0,3.0,Flat
25.0,19.5,15.0,558177,5.0,15.0,4.5,Flat
27.5,27.5,15.0,580238,13.0,15.0,12.5,Flat
27.5,27.5,15.0,580237,13.0,15.0,12.5,Flat
21.5,21.5,18.0,100239,3.5,18.0,3.5,Flat
26.5,26.5,23.5,108393,3.0,23.5,3.0,Flat
26.5,26.5,23.5,108392,3.0,23.5,3.0,Flat
29.0,26.5,22.5,108399,3.5,23.0,4.0,Flat
28.5,26.5,22.5,108394,3.0,23.0,4.0,Flat
28.0,25.0,21.0,108389,3.0,22.5,4.0,Flat
29.0,26.0,21.0,108388,3.5,22.5,5.0,Flat
29.0,25.0,21.0,108388,3.0,22.5,4.0,Flat
27.0,25.5,20.0,108384,3.5,22.0,5.5,Flat
30.0,24.0,20.0,108380,3.0,21.0,4.0,Flat
24.0,24.0,20.0,108934,4.0,20.0,4.0,Flat
26.5,26.5,21.0,108379,5.5,21.0,5.5,Flat
34.5,27.5,24.5,105354,3.5,24.5,3.0,Flat
36.0,28.5,25.0,105356,3.0,25.0,3.5,Flat
24.5,24.5,22.0,104726,2.5,22.0,2.5,Flat
28.5,28.5,23.0,104720,5.5,23.0,5.5,Flat
33.0,30.0,24.5,104712,5.5,24.5,5.5,Flat
32.0,28.0,24.5,104714,3.5,24.5,3.5,Flat
35.0,28.0,24.5,104718,3.5,24.5,3.5,Flat
34.0,30.0,24.5,104720,5.5,24.5,5.5,Flat
31.5,27.0,23.0,104726,4.0,23.0,4.0,Flat
29.5,22.5,20.0,108371,2.5,20.0,2.5,Flat
30.5,22.5,20.0,108373,2.5,20.0,2.5,Flat
29.5,23.0,19.0,108876,4.0,19.0,4.0,Flat
22.0,22.0,19.0,108876,3.0,19.0,3.0,Flat
27.5,24.5,17.5,104733,5.5,19.0,7.0,Flat
28.0,22.0,18.0,104730,3.0,19.0,4.0,Flat
28.0,22.0,18.0,104731,3.0,19.0,4.0,Flat
19.0,17.0,13.0,104736,4.0,13.5,4.0,Flat
21.0,19.0,14.5,100206,4.5,14.5,4.5,Flat
22.0,19.0,15.5,100203,3.5,15.5,3.5,Flat
20.5,20.5,17.5,105467,3.0,17.5,3.0,Flat
26.0,26.0,19.0,105105,7.0,19.0,7.0,Flat
35.0,33.5,21.0,30497,12.5,21.0,12.5,Flat
34.5,34.5,20.0,569276,11.5,23.0,14.5,Flat
27.5,27.5,22.5,105110,5.0,22.5,5.0,Flat
29.5,25.5,18.0,105107,7.0,18.5,7.5,Flat
25.5,25.5,18.5,108955,7.0,18.5,7.0,Flat
34.0,34.0,25.5,100862,8.5,25.5,8.5,Flat
38.5,33.5,27.5,103027,4.0,29.5,6.0,Flat
36.0,32.0,27.5,103026,3.0,29.5,4.5,Flat
36.0,34.0,27.5,103025,4.5,29.5,6.5,Flat
36.0,32.5,27.0,103023,3.0,29.5,5.5,Flat
32.5,32.5,30.0,103021,2.5,30.0,2.5,Flat
36.5,33.0,27.0,103018,3.5,29.5,6.0,Flat
36.5,32.0,27.0,103017,3.5,28.0,5.0,Flat
38.5,32.5,28.5,109707,4.0,28.5,4.0,Flat
32.5,32.5,28.0,109708,4.5,28.0,4.5,Flat
39.5,33.5,30.0,109705,3.5,30.0,3.5,Flat
41.0,34.5,32.0,109700,2.5,32.0,2.5,Flat
36.0,32.0,27.0,107478,5.0,27.0,5.0,Flat
34.0,34.0,29.5,110137,4.5,29.5,4.5,Flat
37.0,37.0,29.5,107471,7.5,29.5,7.5,Flat
40.0,31.0,28.0,101576,3.0,28.0,3.0,Flat
39.0,31.0,28.0,101575,3.0,28.0,3.0,Flat
39.0,33.0,28.0,101574,5.0,28.0,5.0,Flat
39.0,31.5,27.5,101573,3.5,27.5,4.0,Flat
34.5,32.0,27.5,101568,4.5,27.5,4.5,Flat
34.5,30.5,27.5,101569,3.0,27.5,3.0,Flat
36.5,31.5,27.5,101564,4.0,27.5,4.0,Flat
37.0,31.0,27.5,107480,3.5,27.5,3.5,Flat
36.5,36.5,29.5,109683,7.0,29.5,7.0,Flat
41.0,41.0,30.5,109688,9.5,31.5,10.5,Flat
43.5,43.5,34.0,109697,9.5,34.0,9.5,Flat
41.5,39.0,32.5,109694,6.5,32.5,6.5,Flat
41.5,36.0,32.5,109693,3.5,32.5,3.5,Flat
41.5,39.0,32.5,109693,6.5,32.5,6.5,Flat
40.0,33.5,30.0,109685,3.5,30.0,3.5,Flat
41.0,34.5,31.0,109689,3.5,31.0,3.5,Flat
40.0,34.5,30.0,109687,4.0,30.0,4.5,Flat
